AFG,252.842550724581
AGO,163.970718884286
ALB,59.2913509973983
AND,21.1502535200424
ARE,84.5925065664873
ARG,40.2779360155313
ARM,89.4378122634625
ASM,70.4561295079939
ATG,41.5368438793937
AUS,17.7681471787609
AUT,26.5750579543822
AZE,105.313110447602
BDI,192.362904292546
BEL,29.3286490243552
BEN,143.468773134457
BFA,156.795874073829
BGD,144.51373473174
BGR,71.6761767692934
BHR,103.519515566307
BHS,39.7654033719315
BIH,72.779757035191
BLR,71.8864253394509
BLZ,59.8284539053086
BMU,26.9646845916647
BOL,88.6192726984074
BRA,48.4292774861876
BRB,43.8892542476201
BRN,32.7802041170869
BTN,115.896472640701
BWA,83.0028102390659
CAF,223.826758316946
CAN,18.1854162492748
CHE,20.3983753989967
CHL,36.5132137014646
CHN,121.992275447679
CIV,150.359951779508
CMR,149.671226405144
COD,168.857397559001
COG,160.074536733826
COL,38.213748421731
COM,135.204918009905
CPV,64.6774214705252
CRI,28.6804179993575
CUB,42.2027359213564
CYP,40.599522404703
CZE,45.8367022379585
DEU,28.1098824122393
DJI,114.009520864216
DMA,44.9942605610963
DNK,29.5560079056328
DOM,38.1383705538647
DZA,53.6803122871925
ECU,37.2526120663835
EGY,121.081299893694
ERI,184.696189937555
ESP,22.9377320989954
EST,37.1901185848256
ETH,138.293095751287
FIN,16.6309686249327
FJI,123.908326647402
FRA,18.6859516397103
FSM,114.10972854299
GAB,97.0652616798455
GBR,28.4660130914059
GEO,84.5318343825157
GHA,124.901253749314
GIN,182.457066804982
GMB,150.079081464868
GNB,205.269258886549
GNQ,146.345514795502
GRC,32.8466641474638
GRD,61.3039379609381
GRL,50.0827669396666
GTM,102.903805748229
GUM,46.5493452920835
GUY,77.0950455080833
HND,66.1894842277354
HRV,49.2334977776714
HTI,156.019372947125
HUN,57.2878107791372
IDN,84.8783665017396
IND,165.913668178177
IRL,28.5284127874185
IRN,54.3579225900098
IRQ,92.8747727290207
ISL,16.5063214889897
ISR,32.8390023951187
ITA,25.0282815414708
JAM,43.0111389579422
JOR,59.4787739652533
JPN,17.1824927507339
KAZ,80.8436092444844
KEN,114.314436290874
KGZ,111.017894545583
KHM,162.679525657653
KIR,174.67131071101
KOR,36.0397447596459
KWT,43.8205706759309
LAO,193.746781353545
LBN,57.9763114701323
LBR,145.469454695208
LBY,67.3716655926917
LCA,54.3160124505969
LKA,69.6038306965806
LSO,159.735557206379
LTU,46.5129042442076
LUX,25.4567151538235
LVA,53.8506343849081
MAR,78.853258541291
MDA,85.0551193739724
MDG,186.351051979605
MDV,70.4185518584422
MEX,51.9680213808106
MHL,124.13805289555
MKD,70.4875067260746
MLI,130.77380040098
MLT,32.9724288538525
MMR,176.959556687209
MNE,56.894067393533
MNG,136.897987064878
MNP,46.0258901877248
MOZ,163.377647268797
MRT,110.886640894049
MUS,60.3418850063353
MWI,147.771671013672
MYS,63.5444962150918
NAM,120.033041022234
NER,173.998989064477
NGA,112.30157180096
NIC,50.9318358873742
NLD,29.2971649695552
NOR,18.8655327868456
NPL,156.881479204398
NZL,15.9253637864585
OMN,71.1941115248018
OWID_WRL,87.2230476374894
PAK,144.334627221385
PAN,29.6034494144866
PER,52.6604097573788
PHL,110.51920647654
PNG,285.494328333449
POL,54.0338224413874
PRI,24.4913189832233
PRK,164.566978598952
PRT,27.7643076057491
PRY,55.6392788360556
PSE,71.8484184671419
QAT,99.6431764416705
ROU,64.9103347071843
RUS,66.0917255917621
RWA,168.209674020123
SAU,70.7787742072633
SDN,138.726383740331
SEN,119.857871900377
SGP,34.6766545414493
SLB,218.664030830407
SLE,187.149146921462
SLV,56.6484534470481
SOM,211.662480975528
SRB,80.6655797741732
SSD,182.651383582835
STP,135.535488278075
SUR,58.4105668824686
SVK,54.6994700396266
SVN,34.9656813513896
SWE,15.7285925321266
SWZ,149.488002476603
SYC,52.2443586644911
SYR,75.9114619717784
TCD,178.534833720009
TGO,144.464883532939
THA,53.4563420283753
TJK,115.211456293767
TKM,91.8002392713968
TLS,132.458444408691
TON,91.3864066238616
TTO,68.2642775469438
TUN,61.5710922532193
TUR,64.4623829348242
TWN,43.4629996009609
TZA,123.495922033296
UGA,132.367356451749
UKR,82.4116831964378
URY,27.7621461542509
USA,26.3582747091452
UZB,118.631445254427
VCT,62.4010215549465
VEN,40.8749612817777
VIR,33.9803516700338
VNM,81.8374203057523
VUT,163.211742073227
WSM,85.7052201599143
YEM,133.5636108371
ZAF,84.3282392791508
ZMB,144.309198412461
ZWE,136.099676690028
